"date","time","size","version","os","country","ip_id"
"2020-04-26","15:30:53",81774920,"3.6.3","osx","US",4
"2020-04-26","15:31:08",9456214,"4.0.0","win",NA,5
"2020-04-26","15:31:20",87666537,"4.0.0patched","win","US",327
"2020-04-26","15:31:23",87564166,"4.0.0","win","US",1991
"2020-04-26","15:31:41",87662505,"4.0.0","win","US",1992
"2020-04-26","15:31:40",87564167,"4.0.0","win","US",1993
"2020-04-26","15:31:46",88043433,"latest","osx","US",2
"2020-04-26","15:31:57",87669513,"4.0.0","win","US",1994
"2020-04-26","15:31:43",88140174,"4.0.0","osx","SG",1995
"2020-04-26","15:32:02",56088744,"4.0.0","osx",NA,5
"2020-04-26","15:32:04",88147689,"4.0.0","osx",NA,5
"2020-04-26","15:32:07",87665547,"4.0.0","win",NA,5
"2020-04-26","15:32:15",87662090,"4.0.0","win","IL",1996
"2020-04-26","15:32:24",33308726,"3.6.3","src","US",676
"2020-04-26","15:32:28",33210790,"4.0.0","src","BR",1997
"2020-04-26","15:32:53",81148586,"3.6.3.nn","osx",NA,5
"2020-04-26","15:32:53",88140546,"4.0.0","osx",NA,5
"2020-04-26","15:33:02",87564156,"4.0.0","win","US",1998
"2020-04-26","15:33:02",82466181,"3.4.3","win","KR",1999
"2020-04-26","15:33:27",81164501,"3.6.3.nn","osx","SG",1995
"2020-04-26","15:33:26",87696705,"devel","win","US",39
"2020-04-26","01:00:07",81774921,"3.6.3","osx","US",4
"2020-04-26","01:00:08",81774921,"3.6.3","osx","US",4
"2020-04-26","01:00:11",77266256,"3.4.4","osx","US",2
"2020-04-26","01:00:16",87666589,"4.0.0patched","win","US",18
"2020-04-26","01:00:25",87564166,"4.0.0","win",NA,5
"2020-04-26","01:00:51",87564156,"4.0.0","win","JP",2000
"2020-04-26","01:00:56",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:04",87564163,"4.0.0","win",NA,5
"2020-04-26","01:01:06",88140978,"4.0.0","osx",NA,5
"2020-04-26","01:01:05",74111952,"4.0.0","win","PE",2001
"2020-04-26","01:01:11",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:10",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:09",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:08",87661325,"4.0.0","win","US",2002
"2020-04-26","01:01:11",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:10",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:40",537,"4.0.0","win","SE",212
"2020-04-26","01:01:40",14674,"4.0.0","win","SE",212
"2020-04-26","01:01:47",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:50",87564161,"4.0.0","win","US",2003
"2020-04-26","01:01:55",81774921,"3.6.3","osx","US",4
"2020-04-26","01:01:58",87667590,"4.0.0","win","AT",2004
"2020-04-26","01:02:09",87665634,"4.0.0","win","PE",2005
"2020-04-26","01:02:14",88043429,"4.0.0","osx","US",4
"2020-04-26","01:02:12",28366096,"4.0.0","win","CN",2006
"2020-04-26","01:02:08",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:29",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:28",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:28",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:28",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:37",87663215,"4.0.0","win","EC",2007
"2020-04-26","01:02:29",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:40",88043429,"4.0.0","osx","US",4
"2020-04-26","01:02:56",88141529,"4.0.0","osx","KR",2008
"2020-04-26","01:02:56",81774921,"3.6.3","osx","US",4
"2020-04-26","01:02:59",81774921,"3.6.3","osx","US",4
"2020-04-26","01:03:35",37834248,"4.0.0","win","CN",246
"2020-04-26","03:39:04",87667455,"4.0.0","win","IN",272
"2020-04-26","03:39:09",87669254,"4.0.0","win",NA,5
"2020-04-26","03:39:22",14499735,"4.0.0","win","VN",2009
"2020-04-26","03:39:36",81045837,"3.6.2","osx","US",4
"2020-04-26","03:39:43",74889290,"3.3.3","osx","US",2
"2020-04-26","03:39:43",88148950,"latest","osx","US",2
"2020-04-26","03:39:49",87668480,"4.0.0","win","US",2010
"2020-04-26","03:39:52",78213319,"3.5.3","osx","US",2
"2020-04-26","03:40:08",81774920,"3.6.3","osx","US",4
"2020-04-26","03:40:30",87665187,"4.0.0","win","CN",2011
"2020-04-26","03:40:59",6298751,"4.0.0","win","CN",2012
"2020-04-26","03:41:13",87564161,"4.0.0","win","US",2013
"2020-04-26","03:41:11",87564161,"4.0.0","win","US",2014
"2020-04-26","03:41:10",88043428,"4.0.0","osx","US",35
"2020-04-26","03:41:12",81774916,"3.6.3","osx","US",35
"2020-04-26","03:42:39",87662316,"4.0.0","win","CN",2015
"2020-04-26","03:42:37",87564166,"4.0.0","win",NA,5
"2020-04-26","03:42:46",87661370,"4.0.0","win",NA,5
"2020-04-26","03:43:18",30180048,"4.0.0","win",NA,5
"2020-04-26","03:43:39",87564166,"4.0.0","win","CN",2016
"2020-04-26","11:48:57",87564167,"4.0.0","win","KR",2017
"2020-04-26","11:49:12",12565244,"4.0.0","win","CN",2018
"2020-04-26","11:49:24",87660433,"4.0.0","win","DE",2019
"2020-04-26","11:49:35",87660620,"4.0.0","win",NA,5
"2020-04-26","11:49:38",87662170,"4.0.0","win","IL",2020
"2020-04-26","11:49:44",87666751,"4.0.0","win","PE",450
"2020-04-26","11:49:46",81774921,"3.6.3","osx","US",4
"2020-04-26","11:50:14",130151,"4.0.0","win","CN",1649
"2020-04-26","11:50:16",87666445,"4.0.0","win","KR",2021
"2020-04-26","11:50:36",87682186,"4.0.0","win","ET",2022
"2020-04-26","11:50:46",87662667,"4.0.0","win",NA,5
"2020-04-26","11:50:43",87660568,"4.0.0","win","IN",2023
"2020-04-26","11:51:03",87660376,"4.0.0","win","RU",2024
"2020-04-26","11:51:07",88141856,"4.0.0","osx",NA,5
"2020-04-26","11:51:20",87661058,"4.0.0","win","US",2025
"2020-04-26","11:51:13",87660992,"4.0.0","win","KR",2026
"2020-04-26","11:51:23",88140169,"4.0.0","osx","US",2027
"2020-04-26","11:51:26",75992684,"4.0.0","osx","CN",841
"2020-04-26","11:51:44",87661340,"4.0.0","win","GB",1338
"2020-04-26","11:51:56",87564167,"4.0.0","win","KR",2017
"2020-04-26","11:52:18",87564163,"4.0.0","win","IL",2028
"2020-04-26","11:52:21",87664457,"4.0.0","win","KG",2029
"2020-04-26","11:52:30",88157135,"4.0.0","osx","RO",2030
"2020-04-26","11:52:50",87660761,"4.0.0","win","KR",2031
"2020-04-26","11:53:03",87661005,"4.0.0","win","IN",2032
"2020-04-26","11:53:23",87659763,"4.0.0patched","win","US",24
"2020-04-26","11:53:27",87564166,"4.0.0","win","ID",1728
"2020-04-26","11:53:31",87661962,"4.0.0","win",NA,5
"2020-04-26","11:53:21",87660289,"4.0.0","win","CA",2033
"2020-04-26","11:53:31",81148691,"3.6.3.nn","osx","RU",2034
"2020-04-26","18:34:03",87564163,"4.0.0","win","AT",2035
"2020-04-26","18:34:03",87662215,"4.0.0","win",NA,5
"2020-04-26","18:34:36",87660706,"4.0.0","win",NA,5
"2020-04-26","18:34:42",87660445,"4.0.0","win","ES",2036
"2020-04-26","18:35:02",87660827,"4.0.0","win","IT",2037
"2020-04-26","18:34:52",26674981,"4.0.0","win","JP",2038
"2020-04-26","18:35:04",87660237,"4.0.0","win","IN",2039
"2020-04-26","18:35:18",87663712,"4.0.0","win","BD",2040
"2020-04-26","18:35:34",87564163,"4.0.0","win",NA,5
"2020-04-26","18:36:01",87663708,"4.0.0","win",NA,5
"2020-04-26","18:36:28",81774920,"3.6.3","osx","US",4
"2020-04-26","18:36:27",88043424,"4.0.0","osx","US",35
"2020-04-26","18:36:28",81774920,"3.6.3","osx","US",4
"2020-04-26","18:36:35",87668035,"4.0.0","win","DE",2041
"2020-04-26","18:36:44",87663998,"4.0.0","win","FR",2042
"2020-04-26","18:36:40",81774920,"3.6.3","osx","US",4
"2020-04-26","18:36:42",87564158,"4.0.0","win","US",2043
"2020-04-26","18:37:10",87660408,"4.0.0","win","US",2044
"2020-04-26","18:37:09",87660341,"4.0.0","win","ES",2045
"2020-04-26","18:36:58",82819525,"3.5.3","win","US",18
"2020-04-26","18:37:18",88140152,"4.0.0","osx","FR",568
"2020-04-26","18:37:25",83735563,"3.6.0","win","CA",1386
"2020-04-26","18:37:32",87593368,"devel","win","US",2046
"2020-04-26","18:37:50",87660777,"4.0.0","win","CH",2047
"2020-04-26","18:37:32",87660833,"4.0.0","win","ES",428
"2020-04-26","18:37:53",88141032,"4.0.0","osx","US",2048
"2020-04-26","18:37:44",12957926,"4.0.0","win","ES",428
"2020-04-26","18:38:07",88146955,"4.0.0","osx","US",2049
"2020-04-26","18:38:07",78114104,"3.5.3","osx","US",2
"2020-04-26","18:38:14",81774920,"3.6.3","osx","US",4
"2020-04-26","18:38:38",87665097,"4.0.0","win","US",2050
"2020-04-26","16:23:48",87564167,"4.0.0","win",NA,5
"2020-04-26","16:23:52",87667942,"4.0.0","win",NA,5
"2020-04-26","16:23:59",87564153,"4.0.0","win","DE",2051
"2020-04-26","16:24:02",56693,"4.0.0","win",NA,5
"2020-04-26","16:24:05",81774920,"3.6.3","osx","US",4
"2020-04-26","16:24:21",194329,"4.0.0","win","US",2052
"2020-04-26","16:24:23",6655642,"4.0.0","win","US",2052
"2020-04-26","16:24:38",87660274,"4.0.0","win","QA",2053
"2020-04-26","16:24:25",43637,"3.3.2","win","RU",722
"2020-04-26","16:24:45",87564166,"4.0.0","win","PT",2054
"2020-04-26","16:25:16",87665376,"4.0.0","win","CH",2055
"2020-04-26","16:24:43",87663628,"4.0.0","win","RU",2056
"2020-04-26","16:25:26",87661693,"4.0.0","win","NO",2057
"2020-04-26","16:25:37",81774920,"3.6.3","osx","US",4
"2020-04-26","16:25:40",87564162,"4.0.0","win","BR",2058
"2020-04-26","16:25:13",87564155,"4.0.0","win",NA,5
"2020-04-26","16:25:16",79364377,"3.6.0","osx","JP",2059
"2020-04-26","16:25:52",87671479,"4.0.0","win",NA,5
"2020-04-26","16:25:57",87661712,"4.0.0","win",NA,5
"2020-04-26","16:26:10",53104731,"4.0.0","win","DE",304
"2020-04-26","16:25:56",87663711,"4.0.0","win","US",1879
"2020-04-26","16:26:01",1049209,"4.0.0","win","IN",2060
"2020-04-26","16:26:01",64541,"4.0.0","win","IN",2060
"2020-04-26","16:26:01",64533,"4.0.0","win","IN",2060
"2020-04-26","16:26:07",87661937,"4.0.0","win","DE",2061
"2020-04-26","16:26:02",87660255,"4.0.0","win","IN",2062
"2020-04-26","16:26:22",74889284,"3.3.3","osx","MY",2063
"2020-04-26","16:26:13",87660462,"4.0.0","win","JP",2059
"2020-04-26","16:26:35",88043430,"latest","osx","US",2
"2020-04-26","16:27:10",88140319,"4.0.0","osx","DE",2064
"2020-04-26","16:27:23",87663130,"4.0.0","win",NA,5
"2020-04-26","16:27:53",35220713,"4.0.0","win","DE",304
"2020-04-26","16:28:11",87661154,"4.0.0","win","DK",2065
"2020-04-26","16:27:21",87661192,"4.0.0","win",NA,5
"2020-04-26","16:28:25",87564156,"4.0.0","win","PL",2066
"2020-04-26","16:28:31",1070408,"4.0.0","win","CN",1289
"2020-04-26","16:28:32",87660310,"4.0.0","win","JP",2067
"2020-04-26","04:43:55",87669652,"4.0.0","win","US",2068
"2020-04-26","04:44:06",87660487,"4.0.0","win","US",2069
"2020-04-26","04:44:29",88043428,"4.0.0","osx","US",4
"2020-04-26","04:44:37",88140088,"4.0.0","osx","JP",2070
"2020-04-26","04:44:42",87564166,"4.0.0","win","CN",2071
"2020-04-26","04:44:37",87670256,"4.0.0","win","CN",2072
"2020-04-26","04:44:46",88043430,"latest","osx","US",2
"2020-04-26","04:45:02",88043428,"4.0.0","osx","US",4
"2020-04-26","04:45:03",87564151,"4.0.0","win","US",2073
"2020-04-26","04:45:05",81774910,"3.6.3","osx","US",4
"2020-04-26","04:45:05",88144508,"4.0.0","osx",NA,5
"2020-04-26","04:45:16",87660218,"4.0.0","win","ID",2074
"2020-04-26","04:45:17",82819520,"3.5.3","win","US",2075
"2020-04-26","04:45:21",78114099,"3.5.3","osx","US",4
"2020-04-26","04:45:20",81774910,"3.6.3","osx","US",4
"2020-04-26","04:45:36",81774909,"3.6.3","osx","US",35
"2020-04-26","04:45:28",88144155,"4.0.0","osx",NA,5
"2020-04-26","04:45:50",1048741,"4.0.0","win","CN",2076
"2020-04-26","04:45:55",74889294,"3.3.3","osx","US",2
"2020-04-26","04:46:29",88140300,"4.0.0","osx",NA,5
"2020-04-26","04:46:42",81774925,"3.6.3","osx","US",4
"2020-04-26","04:46:46",87564165,"4.0.0","win","CN",2077
"2020-04-26","04:46:42",81774920,"3.6.3","osx","US",4
"2020-04-26","04:47:05",2195109,"4.0.0","win","CN",2076
"2020-04-26","04:47:05",87660324,"4.0.0","win","AU",2078
"2020-04-26","04:47:11",87660589,"4.0.0","win","IN",2079
"2020-04-26","04:47:26",81774920,"3.6.3","osx","US",4
"2020-04-26","04:47:23",81774920,"3.6.3","osx","US",4
"2020-04-26","04:47:26",87564161,"4.0.0","win","US",2080
"2020-04-26","04:47:22",87564167,"4.0.0","win","HK",195
"2020-04-26","04:47:30",81774920,"3.6.3","osx","US",4
"2020-04-26","04:47:39",87662079,"4.0.0","win",NA,5
"2020-04-26","04:47:51",88043428,"4.0.0","osx","US",4
"2020-04-26","04:48:00",87564166,"4.0.0","win","SG",2081
"2020-04-26","04:48:18",87666472,"4.0.0","win","US",2082
"2020-04-26","04:48:13",1115854,"4.0.0","win",NA,5
"2020-04-26","04:48:23",78200832,"3.5.3","osx","US",2
"2020-04-26","03:00:02",74889290,"3.3.3","osx","US",2
"2020-04-26","03:00:11",14674,"4.0.0","win","SE",212
"2020-04-26","03:00:14",87660938,"4.0.0","win","US",2083
"2020-04-26","03:00:11",537,"4.0.0","win","SE",212
"2020-04-26","03:00:20",55140087,"4.0.0","win","IN",2084
"2020-04-26","03:00:20",87662946,"4.0.0","win","HN",2085
"2020-04-26","03:00:18",81774920,"3.6.3","osx","US",4
"2020-04-26","03:00:46",77266252,"3.4.4","osx","US",2
"2020-04-26","03:00:53",81774920,"3.6.3","osx","US",4
"2020-04-26","03:00:47",87564156,"4.0.0","win","CN",2086
"2020-04-26","03:00:59",2866394,"4.0.0","win","BR",2087
"2020-04-26","03:01:06",87660281,"4.0.0","win","PE",2088
"2020-04-26","03:01:17",88043428,"4.0.0","osx","US",4
"2020-04-26","03:01:20",81149032,"3.6.3.nn","osx","CN",2089
"2020-04-26","03:01:07",87673283,"4.0.0","win","US",130
"2020-04-26","03:01:47",1036391,"4.0.0","osx","JP",2090
"2020-04-26","03:01:44",81774920,"3.6.3","osx","US",4
"2020-04-26","03:01:56",81774920,"3.6.3","osx","US",4
"2020-04-26","03:01:55",88139991,"4.0.0","osx","JP",2090
"2020-04-26","03:01:56",81774920,"3.6.3","osx","US",4
"2020-04-26","03:02:10",81774920,"3.6.3","osx","US",4
"2020-04-26","03:02:00",43629,"2.15.2","win","US",2091
"2020-04-26","03:02:27",74889293,"3.3.3","osx","US",2
"2020-04-26","03:02:35",15924903,"4.0.0","win","HK",2092
"2020-04-26","03:02:35",9105135,"4.0.0","win","HK",2093
"2020-04-26","03:02:57",81774920,"3.6.3","osx","US",4
"2020-04-26","03:02:58",81774920,"3.6.3","osx","US",4
"2020-04-26","03:02:55",87564164,"4.0.0","win",NA,5
"2020-04-26","03:03:12",74889293,"3.3.3","osx","US",2
"2020-04-26","03:03:29",81774920,"3.6.3","osx","US",4
"2020-04-26","03:03:40",87564163,"4.0.0","win","US",2094
"2020-04-26","05:54:09",88043418,"4.0.0","osx","US",4
"2020-04-26","05:54:10",81774920,"3.6.3","osx","US",4
"2020-04-26","05:54:19",81774920,"3.6.3","osx","US",4
"2020-04-26","05:54:37",78114110,"3.5.3","osx","US",2
"2020-04-26","05:54:56",87564163,"4.0.0","win","CL",2095
"2020-04-26","05:55:05",87660282,"4.0.0","win",NA,5
"2020-04-26","05:55:17",81774925,"3.6.3","osx","US",4
"2020-04-26","05:55:35",1050363,"4.0.0","osx","JP",352
"2020-04-26","05:55:28",88141688,"latest","osx","US",2
"2020-04-26","05:55:46",87564162,"4.0.0","win","US",2096
"2020-04-26","05:55:41",81774920,"3.6.3","osx","US",4
"2020-04-26","05:56:31",88043428,"4.0.0","osx","US",35
"2020-04-26","05:56:38",88139990,"latest","osx","US",2
"2020-04-26","05:56:29",87661021,"4.0.0","win","IN",351
"2020-04-26","05:56:47",87564163,"4.0.0","win",NA,5
"2020-04-26","05:57:17",88149322,"4.0.0","osx","DE",2097
"2020-04-26","05:58:05",87564156,"4.0.0","win","JP",478
"2020-04-26","05:58:03",87564166,"4.0.0","win","CN",1456
"2020-04-26","05:58:08",33211044,"4.0.0","src","MX",2098
"2020-04-26","05:58:18",66435493,"4.0.0","win","PE",2099
"2020-04-26","05:58:35",88043430,"latest","osx","US",2
"2020-04-26","05:58:31",966503,"devel","win","RU",1670
"2020-04-26","05:58:35",6503657,"4.0.0","win","CN",861
"2020-04-26","15:48:45",81774919,"3.6.3","osx","US",4
"2020-04-26","15:48:58",87664871,"4.0.0","win","FR",2100
"2020-04-26","15:49:01",88140422,"4.0.0","osx","US",2101
"2020-04-26","15:49:15",87661060,"4.0.0","win","AU",2102
"2020-04-26","15:49:22",87564167,"4.0.0","win","KR",1814
"2020-04-26","15:49:24",2728128,"4.0.0","win","IN",2103
"2020-04-26","15:49:41",87660383,"4.0.0","win","IN",2103
"2020-04-26","15:49:55",81148609,"3.6.3.nn","osx","US",2104
"2020-04-26","15:50:04",87662010,"4.0.0","win","RO",2105
"2020-04-26","15:50:16",82456239,"3.4.4","win","US",18
"2020-04-26","15:50:17",14677,"4.0.0","win",NA,5
"2020-04-26","15:50:11",87564162,"4.0.0","win","MX",2106
"2020-04-26","15:50:18",88140693,"4.0.0","osx",NA,5
"2020-04-26","15:50:39",81774925,"3.6.3","osx","US",4
"2020-04-26","15:50:40",1279292,"4.0.0","win","KE",2107
"2020-04-26","15:50:51",865109,"4.0.0","win","KE",2107
"2020-04-26","15:50:55",74889290,"3.3.3","osx","US",2
"2020-04-26","15:51:07",87660902,"4.0.0","win","CO",2108
"2020-04-26","15:50:55",81774920,"3.6.3","osx","US",4
"2020-04-26","15:51:05",87564156,"4.0.0","win","AR",2109
"2020-04-26","15:51:25",33214212,"4.0.0","src","BR",237
"2020-04-26","15:51:22",87661358,"4.0.0","win","FR",2110
"2020-04-26","15:51:44",21904794,"4.0.0","win",NA,5
"2020-04-26","15:51:55",87668427,"4.0.0","win","US",18
"2020-04-26","15:52:10",87660488,"4.0.0","win","JP",2111
"2020-04-26","15:52:28",87663747,"4.0.0","win","IL",2112
"2020-04-26","15:52:21",87659816,"4.0.0patched","win","US",130
"2020-04-26","15:52:36",88140467,"4.0.0","osx","IT",2113
"2020-04-26","15:52:40",81774920,"3.6.3","osx","US",4
"2020-04-26","15:52:37",87661641,"4.0.0","win",NA,5
"2020-04-26","15:52:52",88140935,"4.0.0","osx","IN",2114
"2020-04-26","15:52:46",12818944,"4.0.0","win","CN",2115
"2020-04-26","15:52:51",81774920,"3.6.3","osx","US",4
"2020-04-26","15:52:57",10054943,"4.0.0","src","DK",1288
"2020-04-26","15:52:57",87662631,"4.0.0","win",NA,5
"2020-04-26","15:52:49",81774920,"3.6.3","osx","US",4
"2020-04-26","15:53:07",81151520,"3.6.3.nn","osx",NA,5
"2020-04-26","15:53:25",1044338,"4.0.0","win","IN",2116
"2020-04-26","15:53:32",87666241,"4.0.0","win","RU",2117
"2020-04-26","12:00:06",87564163,"4.0.0","win",NA,5
"2020-04-26","12:00:31",88140627,"4.0.0","osx","US",2118
"2020-04-26","12:00:48",87659744,"4.0.0patched","win","US",24
"2020-04-26","12:00:38",81774917,"3.6.3","osx","US",4
"2020-04-26","12:00:49",81774919,"3.6.3","osx","US",4
"2020-04-26","12:00:43",81774918,"3.6.3","osx","US",4
"2020-04-26","12:01:19",142122,"4.0.0","win","SE",212
"2020-04-26","12:01:19",544,"4.0.0","win","SE",212
"2020-04-26","12:01:48",81148094,"3.6.3.nn","osx",NA,5
"2020-04-26","12:01:51",81774919,"3.6.3","osx","US",4
"2020-04-26","12:01:55",88144000,"4.0.0","osx","ES",2119
"2020-04-26","12:02:00",81774919,"3.6.3","osx","US",4
"2020-04-26","12:01:59",88140409,"4.0.0","osx","PL",2120
"2020-04-26","12:02:01",87564158,"4.0.0","win","US",2121
"2020-04-26","12:02:03",88043425,"4.0.0","osx","US",4
"2020-04-26","12:02:11",87659763,"4.0.0patched","win","US",24
"2020-04-26","12:02:18",87660364,"4.0.0","win","KR",2122
"2020-04-26","12:02:47",87564156,"4.0.0","win","CN",2123
"2020-04-26","12:02:16",81774919,"3.6.3","osx","US",4
"2020-04-26","12:02:15",74889290,"3.3.3","osx","US",2
"2020-04-26","12:02:51",1418342,"4.0.0","win","CN",2124
"2020-04-26","12:03:12",87665779,"4.0.0","win","US",39
"2020-04-26","12:02:57",81774920,"3.6.3","osx","US",4
"2020-04-26","12:03:13",81774920,"3.6.3","osx","US",4
"2020-04-26","12:03:09",88141788,"4.0.0","osx","DK",2125
"2020-04-26","12:03:19",87661453,"4.0.0","win","GB",1703
"2020-04-26","12:03:37",87660814,"4.0.0","win","IN",448
"2020-04-26","17:33:39",81774920,"3.6.3","osx","US",4
"2020-04-26","17:34:01",87664050,"4.0.0","win",NA,5
"2020-04-26","17:33:58",1018343,"4.0.0","win","CN",2126
"2020-04-26","17:34:06",87564166,"4.0.0","win","US",2127
"2020-04-26","17:33:59",88147631,"latest","osx","US",2
"2020-04-26","17:34:12",87668880,"4.0.0patched","win","US",18
"2020-04-26","17:34:12",81774920,"3.6.3","osx","US",4
"2020-04-26","17:34:17",81774920,"3.6.3","osx","US",4
"2020-04-26","17:34:23",87564166,"4.0.0","win",NA,5
"2020-04-26","17:34:15",81774920,"3.6.3","osx","US",4
"2020-04-26","17:34:20",81774920,"3.6.3","osx","US",4
"2020-04-26","17:34:30",87673825,"4.0.0","win",NA,5
"2020-04-26","17:34:27",87661093,"4.0.0","win","ID",2128
"2020-04-26","17:34:33",88043430,"latest","osx","US",2
"2020-04-26","17:34:39",87666204,"4.0.0","win","CA",2129
"2020-04-26","17:34:49",33217581,"4.0.0","src","BR",237
"2020-04-26","17:34:50",88142097,"4.0.0","osx",NA,5
"2020-04-26","17:34:58",81774920,"3.6.3","osx","US",4
"2020-04-26","17:35:00",87666915,"4.0.0","win","ES",1702
"2020-04-26","17:35:01",87666596,"4.0.0patched","win","US",39
"2020-04-26","17:35:09",4378901,"4.0.0","win","CA",2129
"2020-04-26","17:35:04",81774920,"3.6.3","osx","US",4
"2020-04-26","17:35:10",87659755,"4.0.0patched","win","US",39
"2020-04-26","17:35:15",87660364,"4.0.0","win","IN",2130
"2020-04-26","17:35:23",87564156,"4.0.0","win","DE",2131
"2020-04-26","17:35:15",87661826,"4.0.0","win","CZ",2132
"2020-04-26","17:35:27",74889294,"3.3.3","osx","US",2
"2020-04-26","17:35:31",87564156,"4.0.0","win","CO",2133
"2020-04-26","17:35:38",81774920,"3.6.3","osx","US",4
"2020-04-26","17:35:36",656461,"4.0.0","win",NA,5
"2020-04-26","17:35:36",47426569,"4.0.0","osx",NA,5
"2020-04-26","17:35:44",87660685,"4.0.0","win","DE",2134
"2020-04-26","17:35:58",87660470,"4.0.0","win",NA,5
"2020-04-26","17:35:58",1047291,"4.0.0","osx",NA,5
"2020-04-26","17:36:23",87663647,"4.0.0","win","US",2135
"2020-04-26","17:36:23",87564166,"4.0.0","win","NL",2136
"2020-04-26","17:36:38",88043430,"4.0.0","osx",NA,5
"2020-04-26","17:36:30",87660776,"4.0.0","win","GB",2137
"2020-04-26","17:36:44",87659754,"4.0.0patched","win","US",130
"2020-04-26","17:36:54",87660365,"4.0.0","win","IL",2138
"2020-04-26","17:37:00",81774920,"3.6.3","osx","US",4
"2020-04-26","17:37:11",24865026,"3.6.0","osx","ID",2139
"2020-04-26","17:37:18",81774920,"3.6.3","osx","US",4
"2020-04-26","17:37:20",81774920,"3.6.3","osx","US",4
"2020-04-26","17:37:19",2131652,"4.0.0","win","BD",2140
"2020-04-26","17:37:27",87660489,"4.0.0","win","PK",2141
"2020-04-26","17:37:18",87660712,"4.0.0","win","TZ",2142
"2020-04-26","17:37:24",18242170,"4.0.0","win","IN",556
"2020-04-26","17:37:28",81774920,"3.6.3","osx","US",4
"2020-04-26","17:37:46",88140033,"latest","osx","US",2
"2020-04-26","17:37:15",81774920,"3.6.3","osx","US",4
"2020-04-26","17:38:24",87681483,"4.0.0","win","CO",2143
"2020-04-26","00:48:48",87564167,"4.0.0","win","CN",2144
"2020-04-26","00:49:11",88142012,"4.0.0","osx","AU",2145
"2020-04-26","00:49:10",87564167,"4.0.0","win","US",2146
"2020-04-26","00:49:13",87660677,"4.0.0","win","CO",1133
"2020-04-26","00:49:07",87564158,"4.0.0","win","US",2147
"2020-04-26","00:49:25",88043418,"4.0.0","osx","US",4
"2020-04-26","00:49:21",88141024,"latest","osx","US",2
"2020-04-26","00:49:31",87669759,"4.0.0","win","US",2148
"2020-04-26","00:50:01",1442874,"4.0.0","win",NA,5
"2020-04-26","00:50:10",74972913,"3.3.3","osx","US",2149
"2020-04-26","00:50:42",87660368,"4.0.0","win","US",2150
"2020-04-26","00:50:57",87564162,"4.0.0","win",NA,5
"2020-04-26","00:50:49",87661902,"4.0.0","win","MX",2151
"2020-04-26","00:51:12",88150086,"4.0.0","osx","US",2152
"2020-04-26","00:51:08",81774920,"3.6.3","osx","US",4
"2020-04-26","00:51:30",88143688,"latest","osx","US",2
"2020-04-26","00:51:35",82465680,"3.4.3","win","UY",2153
"2020-04-26","00:51:34",87669472,"4.0.0","win","EC",2154
"2020-04-26","00:51:23",87661376,"4.0.0","win","MZ",2155
"2020-04-26","00:52:14",88140274,"4.0.0","osx","ES",2156
"2020-04-26","00:52:32",1051061,"4.0.0","osx","US",2157
"2020-04-26","00:52:52",88143976,"latest","osx","US",2
"2020-04-26","00:52:37",81774920,"3.6.3","osx","US",4
"2020-04-26","00:53:26",88140457,"4.0.0","osx","US",2157
"2020-04-26","14:43:55",78114110,"3.5.3","osx","US",2
"2020-04-26","14:44:04",86530454,"3.6.3","win","GB",2158
"2020-04-26","14:43:56",81774917,"3.6.3","osx","US",4
"2020-04-26","14:43:50",33308726,"3.6.3","src","US",676
"2020-04-26","14:44:15",8218028,"4.0.0","win",NA,5
"2020-04-26","14:44:10",8452658,"3.6.0","osx",NA,5
"2020-04-26","14:44:13",87665265,"4.0.0","win","GB",2159
"2020-04-26","14:44:09",88043430,"4.0.0","osx","ID",2160
"2020-04-26","14:43:55",87660373,"4.0.0","win","NL",2161
"2020-04-26","14:44:11",88043434,"latest","osx","US",2
"2020-04-26","14:44:28",87661938,"4.0.0","win","BO",2162
"2020-04-26","14:44:26",1045112,"4.0.0","win",NA,5
"2020-04-26","14:44:57",87666041,"4.0.0","win","GB",2163
"2020-04-26","14:45:04",85774845,"4.0.0","win","PT",2164
"2020-04-26","14:45:08",87663936,"4.0.0","win","US",2165
"2020-04-26","14:45:08",87564166,"4.0.0","win","ES",538
"2020-04-26","14:45:38",87660274,"4.0.0","win","CN",2166
"2020-04-26","14:45:33",87564166,"4.0.0","win","GB",2167
"2020-04-26","14:45:46",88140553,"4.0.0","osx","CA",2168
"2020-04-26","14:45:52",87564166,"4.0.0","win",NA,5
"2020-04-26","14:46:04",88140906,"4.0.0","osx","AU",2169
"2020-04-26","14:46:07",88141714,"4.0.0","osx","JP",2170
