"date","time","size","version","os","country","ip_id"
"2020-04-26","16:01:04",88143337,"4.0.0","osx","HK",1292
"2020-04-26","16:01:01",87666207,"4.0.0patched","win","US",24
"2020-04-26","16:01:03",81774920,"3.6.3","osx","US",4
"2020-04-26","16:01:09",81774920,"3.6.3","osx","US",4
"2020-04-26","16:01:25",87660381,"4.0.0","win","DE",1293
"2020-04-26","16:01:31",78204035,"3.5.3","osx","US",2
"2020-04-26","16:01:45",87564167,"4.0.0","win","GB",1294
"2020-04-26","16:01:51",81774920,"3.6.3","osx","US",4
"2020-04-26","16:02:04",81774920,"3.6.3","osx","US",4
"2020-04-26","16:02:16",81774920,"3.6.3","osx","US",4
"2020-04-26","16:03:03",81774920,"3.6.3","osx","US",4
"2020-04-26","16:03:08",83735558,"3.6.0","win","HK",1295
"2020-04-26","16:03:10",87667509,"4.0.0patched","win","US",18
"2020-04-26","16:03:04",81774920,"3.6.3","osx","US",4
"2020-04-26","16:03:17",81774920,"3.6.3","osx","US",4
"2020-04-26","16:03:09",79277346,"3.6.0","osx","US",4
"2020-04-26","16:03:14",88043433,"latest","osx","US",2
"2020-04-26","16:03:05",87668126,"4.0.0","win","HK",1296
"2020-04-26","16:03:09",81774920,"3.6.3","osx","US",4
"2020-04-26","16:03:33",11211394,"4.0.0","win",NA,5
"2020-04-26","16:03:26",87659771,"4.0.0patched","win","US",39
"2020-04-26","16:03:38",12399371,"4.0.0","win",NA,5
"2020-04-26","16:03:44",87660507,"4.0.0","win",NA,5
"2020-04-26","16:03:44",87698942,"devel","win","US",24
"2020-04-26","21:08:37",88043433,"latest","osx","US",35
"2020-04-26","21:08:56",87564165,"4.0.0","win","CR",1297
"2020-04-26","21:08:56",87668150,"4.0.0patched","win","US",201
"2020-04-26","21:08:42",87660965,"4.0.0","win",NA,5
"2020-04-26","21:09:10",87667707,"4.0.0","win",NA,5
"2020-04-26","21:08:57",87659754,"4.0.0patched","win","US",39
"2020-04-26","21:09:04",33211306,"4.0.0","src","AR",155
"2020-04-26","21:09:10",87663287,"4.0.0","win",NA,5
"2020-04-26","21:09:11",81774921,"3.6.3","osx","US",4
"2020-04-26","21:09:17",87660263,"4.0.0","win",NA,5
"2020-04-26","21:09:21",43637,"3.6.3","osx","RU",1298
"2020-04-26","21:09:22",88043433,"latest","osx","US",2
"2020-04-26","21:09:32",87661343,"4.0.0","win","MX",1299
"2020-04-26","21:09:45",87668005,"4.0.0","win","US",130
"2020-04-26","21:09:49",87660451,"4.0.0","win","MX",1300
"2020-04-26","21:09:59",87667828,"4.0.0patched","win","US",39
"2020-04-26","21:10:00",88142979,"latest","osx","US",2
"2020-04-26","21:10:00",88141499,"4.0.0","osx",NA,5
"2020-04-26","21:10:13",9577781,"4.0.0","win","CO",1301
"2020-04-26","21:10:09",87564162,"4.0.0","win","AU",1302
"2020-04-26","21:10:36",87564166,"4.0.0","win","HK",1105
"2020-04-26","21:10:45",88144281,"latest","osx","US",2
"2020-04-26","21:10:57",88140912,"4.0.0","osx","US",1303
"2020-04-26","21:10:59",30463556,"3.6.1","src","US",480
"2020-04-26","21:11:09",14677,"4.0.0","win",NA,5
"2020-04-26","21:11:17",14522,"4.0.0","osx","GB",1304
"2020-04-26","21:11:28",87593374,"devel","win","US",1305
"2020-04-26","21:11:30",87660604,"4.0.0","win","BR",1306
"2020-04-26","21:11:31",88142698,"4.0.0","osx","GB",1304
"2020-04-26","21:11:30",43636,"3.2.1","win","RU",1307
"2020-04-26","21:11:46",81774917,"3.6.3","osx","US",4
"2020-04-26","21:12:31",87661669,"4.0.0","win","US",1308
"2020-04-26","21:12:43",87564167,"4.0.0","win",NA,5
"2020-04-26","21:12:54",87564163,"4.0.0","win","US",1309
"2020-04-26","21:12:52",86429661,"3.6.3","win","US",1310
"2020-04-26","21:13:04",86429667,"3.6.3","win","US",24
"2020-04-26","21:13:10",88140807,"4.0.0","osx","AT",1311
"2020-04-26","21:13:29",1066140,"4.0.0","osx","GB",1312
"2020-04-26","21:13:32",88149573,"4.0.0","osx","GB",1312
"2020-04-26","21:13:29",87564156,"4.0.0","win","CO",511
"2020-04-26","21:13:27",87564163,"4.0.0","win","IN",1313
"2020-04-26","21:13:39",88140999,"4.0.0","osx","US",1314
"2020-04-26","21:13:41",81151277,"3.6.3.nn","osx","DE",1315
"2020-04-26","10:39:03",87671011,"4.0.0","win","RU",1316
"2020-04-26","10:39:02",87564164,"4.0.0","win","CZ",1317
"2020-04-26","10:39:18",81045837,"3.6.2","osx","US",4
"2020-04-26","10:39:28",9512725,"4.0.0","win","RS",1318
"2020-04-26","10:40:18",87660300,"4.0.0","win","IN",1319
"2020-04-26","10:40:43",78209407,"3.5.3","osx","US",2
"2020-04-26","10:40:45",86540642,"3.6.3","win","US",24
"2020-04-26","10:40:53",87662277,"4.0.0","win",NA,5
"2020-04-26","10:41:20",87661432,"4.0.0","win",NA,5
"2020-04-26","10:41:27",87660974,"4.0.0","win","UA",1320
"2020-04-26","10:41:30",87564164,"4.0.0","win","CN",1321
"2020-04-26","10:41:33",81774921,"3.6.3","osx","US",4
"2020-04-26","10:41:38",87564163,"4.0.0","win",NA,5
"2020-04-26","10:41:34",87660302,"4.0.0","win","JP",1322
"2020-04-26","10:42:19",88140044,"latest","osx","US",2
"2020-04-26","10:42:41",87564162,"4.0.0","win",NA,5
"2020-04-26","10:42:36",87564163,"4.0.0","win","ID",1323
"2020-04-26","10:43:03",1581285,"3.6.3.nn","osx","GB",1324
"2020-04-26","10:43:20",1031997,"3.3.3","osx","GB",1324
"2020-04-26","10:43:29",88140043,"latest","osx","US",2
"2020-04-26","10:43:31",2067296,"4.0.0","win","JP",1325
"2020-04-26","10:43:36",1047532,"3.2.1","osx","GB",1324
"2020-04-26","10:43:23",1071044,"4.0.0","win","JP",1325
"2020-04-26","10:43:26",9433888,"4.0.0","win","JP",1325
"2020-04-26","23:23:46",88141075,"4.0.0","osx","RO",1326
"2020-04-26","23:23:40",82819520,"3.5.3","win","HK",1327
"2020-04-26","23:23:50",87564167,"4.0.0","win","EC",1328
"2020-04-26","23:24:04",78114099,"3.5.3","osx","US",4
"2020-04-26","23:24:02",81774920,"3.6.3","osx","US",4
"2020-04-26","23:24:03",88140246,"4.0.0","osx","AU",1329
"2020-04-26","23:24:13",74972053,"3.3.3","osx","CA",1330
"2020-04-26","23:24:24",88140006,"4.0.0","osx","CO",1331
"2020-04-26","23:25:11",43637,"3.6.2","osx","RU",722
"2020-04-26","23:25:14",87564161,"4.0.0","win","US",1332
"2020-04-26","23:25:25",88043429,"4.0.0","osx","US",4
"2020-04-26","23:25:27",88143939,"4.0.0","osx",NA,5
"2020-04-26","23:25:29",88141623,"4.0.0","osx","US",1333
"2020-04-26","23:25:34",87564157,"4.0.0","win","RU",1334
"2020-04-26","23:25:36",81774920,"3.6.3","osx","US",4
"2020-04-26","23:25:50",81774920,"3.6.3","osx","US",4
"2020-04-26","23:25:52",87564163,"4.0.0","win","US",797
"2020-04-26","23:25:55",86429670,"3.6.3","win","US",1335
"2020-04-26","23:26:20",87564163,"4.0.0","win",NA,5
"2020-04-26","23:27:01",86429670,"3.6.3","win","US",18
"2020-04-26","23:27:18",86429670,"3.6.3","win","US",130
"2020-04-26","23:27:51",88043429,"latest","osx","US",35
"2020-04-26","23:28:04",87593378,"devel","win","US",1336
"2020-04-26","23:28:01",81774920,"3.6.3","osx","US",4
"2020-04-26","23:28:02",87593378,"devel","win","US",1337
"2020-04-26","23:28:07",81774920,"3.6.3","osx","US",4
"2020-04-26","23:28:12",88043429,"4.0.0","osx","US",4
"2020-04-26","23:28:30",81774920,"3.6.3","osx","US",4
"2020-04-26","23:28:37",33210883,"4.0.0","src",NA,5
"2020-04-26","23:28:23",81774920,"3.6.3","osx","US",4
"2020-04-26","11:53:48",87564156,"4.0.0","win","GB",1338
"2020-04-26","11:53:44",87564167,"4.0.0","win","VN",1339
"2020-04-26","11:54:38",87666079,"4.0.0","win","RU",1340
"2020-04-26","11:55:21",6849052,"4.0.0","win",NA,5
"2020-04-26","11:55:32",88140006,"latest","osx","US",2
"2020-04-26","11:55:29",81774921,"3.6.3","osx","US",4
"2020-04-26","11:55:39",88140925,"4.0.0","osx",NA,5
"2020-04-26","11:55:51",87662163,"4.0.0","win","GH",1341
"2020-04-26","11:56:16",88140024,"latest","osx","US",2
"2020-04-26","11:56:11",87660785,"4.0.0","win","US",1342
"2020-04-26","11:56:05",88140005,"latest","osx","US",2
"2020-04-26","11:56:27",87700656,"devel","win","US",18
"2020-04-26","11:55:07",87661242,"4.0.0","win","BR",1343
"2020-04-26","11:57:00",87564166,"4.0.0","win","HR",1344
"2020-04-26","11:57:01",87660216,"4.0.0","win","RU",1345
"2020-04-26","11:57:04",87660731,"4.0.0","win","IN",1346
"2020-04-26","11:57:47",87564156,"4.0.0","win","DK",1347
"2020-04-26","11:57:44",87663802,"4.0.0","win","HK",1348
"2020-04-26","11:57:51",78207183,"3.5.3","osx","US",2
"2020-04-26","11:57:57",87660372,"4.0.0","win","IR",1349
"2020-04-26","11:57:54",87564166,"4.0.0","win","IT",1350
"2020-04-26","11:58:11",87660202,"4.0.0","win",NA,5
"2020-04-26","11:58:13",87564156,"4.0.0","win","CN",1351
"2020-04-26","11:58:38",1004513,"4.0.0","win","HK",1352
"2020-04-26","11:58:39",88140152,"4.0.0","osx",NA,5
"2020-04-26","11:58:37",1050095,"4.0.0","win","HK",1352
"2020-04-26","15:18:47",87661080,"4.0.0","win",NA,5
"2020-04-26","15:18:35",87668374,"4.0.0","win",NA,5
"2020-04-26","15:18:51",87660437,"4.0.0","win",NA,5
"2020-04-26","15:19:03",88140178,"4.0.0","osx","SG",1353
"2020-04-26","15:19:08",87660533,"4.0.0","win","GB",1354
"2020-04-26","15:19:07",82456239,"3.4.4","win","US",18
"2020-04-26","15:19:43",87564155,"4.0.0","win","RU",1355
"2020-04-26","15:19:52",87668375,"4.0.0","win","ES",1356
"2020-04-26","15:19:53",87660732,"4.0.0","win","NL",1357
"2020-04-26","15:20:10",88142479,"4.0.0","osx","IL",1358
"2020-04-26","15:20:53",87660524,"4.0.0","win","IN",1359
"2020-04-26","15:21:02",87660426,"4.0.0","win","IN",1360
"2020-04-26","15:21:08",87564167,"4.0.0","win",NA,5
"2020-04-26","15:21:10",74889294,"3.3.3","osx","US",2
"2020-04-26","15:21:16",87660315,"4.0.0","win","KE",1361
"2020-04-26","15:21:24",87564167,"4.0.0","win","SA",1362
"2020-04-26","15:21:51",87668288,"4.0.0patched","win","US",130
"2020-04-26","15:21:58",1082658,"4.0.0","win","KE",1363
"2020-04-26","15:22:21",87666087,"4.0.0","win","GB",1364
"2020-04-26","15:22:19",2523207,"4.0.0","win","KE",1363
"2020-04-26","15:22:27",87660850,"4.0.0","win",NA,5
"2020-04-26","15:22:40",77266252,"3.4.4","osx","US",2
"2020-04-26","15:22:55",87564156,"4.0.0","win","US",1365
"2020-04-26","15:23:00",87660788,"4.0.0","win","US",1366
"2020-04-26","15:23:12",88141298,"4.0.0","osx","GB",1367
"2020-04-26","15:23:28",9063626,"4.0.0","win","CN",311
"2020-04-26","15:23:37",87564156,"4.0.0","win","BR",1368
"2020-04-26","15:23:38",87564156,"4.0.0","win",NA,5
"2020-04-26","15:23:41",87661072,"4.0.0","win","PL",1369
"2020-04-26","17:08:42",87564155,"4.0.0","win",NA,5
"2020-04-26","17:09:04",1074740,"4.0.0","win","AR",1370
"2020-04-26","17:09:13",87660579,"4.0.0","win","IN",1371
"2020-04-26","17:09:22",88140043,"latest","osx","US",2
"2020-04-26","17:09:30",88140062,"latest","osx","US",2
"2020-04-26","17:09:29",87660247,"4.0.0","win","CO",1372
"2020-04-26","17:09:35",87660489,"4.0.0","win",NA,5
"2020-04-26","17:09:45",1057523,"4.0.0","osx","DE",1373
"2020-04-26","17:10:05",88140124,"4.0.0","osx",NA,5
"2020-04-26","17:10:05",87666419,"4.0.0","win",NA,5
"2020-04-26","17:10:21",17692746,"4.0.0","win","US",1374
"2020-04-26","17:10:27",87564161,"4.0.0","win","US",1375
"2020-04-26","17:10:28",87661740,"4.0.0","win","KE",1376
"2020-04-26","17:10:57",88143575,"4.0.0","osx","US",1377
"2020-04-26","17:11:15",88150486,"4.0.0","osx",NA,5
"2020-04-26","17:11:19",87660405,"4.0.0","win","JP",1378
"2020-04-26","17:11:32",87698625,"devel","win","US",130
"2020-04-26","17:11:34",77266256,"3.4.4","osx","US",2
"2020-04-26","17:11:41",87564167,"4.0.0","win","US",1379
"2020-04-26","17:11:46",88140135,"4.0.0","osx","DE",1373
"2020-04-26","17:11:55",87660391,"4.0.0","win",NA,5
"2020-04-26","17:11:56",87661312,"4.0.0","win","CZ",1380
"2020-04-26","17:12:07",87664896,"4.0.0","win","BR",1381
"2020-04-26","17:12:05",42776378,"4.0.0","win",NA,5
"2020-04-26","17:12:18",81774921,"3.6.3","osx","US",4
"2020-04-26","17:12:25",87564166,"4.0.0","win","US",551
"2020-04-26","17:12:34",74889290,"3.3.3","osx","US",2
"2020-04-26","17:13:10",88140079,"latest","osx","US",2
"2020-04-26","17:13:01",88140049,"latest","osx","US",2
"2020-04-26","17:13:30",87564163,"4.0.0","win",NA,5
"2020-04-26","17:13:38",87660201,"4.0.0","win","IN",1382
"2020-04-26","17:13:38",1034311,"4.0.0","win","CN",1171
"2020-04-26","22:00:15",86533832,"3.6.3","win","US",327
"2020-04-26","22:00:33",33211972,"4.0.0","src","PE",1383
"2020-04-26","22:00:33",12236330,"4.0.0","src","ID",1384
"2020-04-26","22:00:59",88141285,"4.0.0","osx","US",1385
"2020-04-26","22:01:18",81774921,"3.6.3","osx","US",4
"2020-04-26","22:01:07",78202002,"3.5.3","osx","US",2
"2020-04-26","22:01:17",83735557,"3.6.0","win","CA",1386
"2020-04-26","22:01:32",87564156,"4.0.0","win",NA,5
"2020-04-26","22:01:36",87564156,"4.0.0","win","HK",1387
"2020-04-26","22:01:44",81871936,"3.6.3","osx",NA,5
"2020-04-26","22:02:03",81774921,"3.6.3","osx","US",4
"2020-04-26","22:02:13",88146856,"latest","osx","US",2
"2020-04-26","22:02:02",81774921,"3.6.3","osx","US",4
"2020-04-26","22:02:21",88141077,"4.0.0","osx","US",1388
"2020-04-26","22:02:05",81774921,"3.6.3","osx","US",4
"2020-04-26","22:02:22",87659764,"4.0.0patched","win","US",39
"2020-04-26","22:02:30",82819526,"3.5.3","win","US",1389
"2020-04-26","22:02:30",897976,"3.4.2","osx","US",1390
"2020-04-26","22:02:40",87659753,"4.0.0patched","win","US",24
"2020-04-26","22:02:33",81774921,"3.6.3","osx","US",4
"2020-04-26","22:02:48",33214162,"4.0.0","src","AR",155
"2020-04-26","22:02:56",87660651,"4.0.0","win","MX",1391
"2020-04-26","22:03:03",87564163,"4.0.0","win",NA,5
"2020-04-26","22:02:40",74889290,"3.3.3","osx","US",2
"2020-04-26","22:03:06",87564166,"4.0.0","win","GB",1392
"2020-04-26","22:03:05",87564166,"4.0.0","win","GR",1393
"2020-04-26","22:03:04",81774921,"3.6.3","osx","US",4
"2020-04-26","22:03:25",81774921,"3.6.3","osx","US",4
"2020-04-26","22:03:26",87660469,"4.0.0","win","DK",1394
"2020-04-26","22:03:30",88140456,"4.0.0","osx","US",1395
"2020-04-26","06:58:49",87564163,"4.0.0","win","AU",1396
"2020-04-26","06:58:52",88140015,"latest","osx","US",2
"2020-04-26","06:58:56",87667667,"4.0.0","win","ID",1397
"2020-04-26","06:59:07",87564163,"4.0.0","win",NA,5
"2020-04-26","06:59:16",87660209,"4.0.0","win","IN",1398
"2020-04-26","06:59:14",88140060,"latest","osx","US",2
"2020-04-26","06:59:10",87564163,"4.0.0","win","KR",1399
"2020-04-26","06:59:16",1015654,"4.0.0","win","CN",756
"2020-04-26","06:59:35",69358795,"4.0.0","win","CN",604
"2020-04-26","05:08:57",87664736,"4.0.0","win",NA,5
"2020-04-26","05:08:56",81774921,"3.6.3","osx","US",4
"2020-04-26","05:08:59",87668064,"4.0.0","win","CN",1400
"2020-04-26","05:09:09",87664603,"4.0.0","win","IN",1401
"2020-04-26","05:09:21",87672362,"4.0.0patched","win","US",327
"2020-04-26","05:09:12",87667245,"4.0.0","win","GB",1402
"2020-04-26","05:09:46",87660837,"4.0.0","win",NA,5
"2020-04-26","05:10:31",87660957,"4.0.0","win","IN",1403
"2020-04-26","05:10:37",87662409,"4.0.0","win",NA,5
"2020-04-26","05:10:59",917481,"4.0.0","win","MX",868
"2020-04-26","05:10:52",81774921,"3.6.3","osx","US",4
"2020-04-26","05:11:07",87564156,"4.0.0","win","US",1404
"2020-04-26","05:11:31",87564163,"4.0.0","win","US",1405
"2020-04-26","05:11:46",87665320,"4.0.0","win","US",1406
"2020-04-26","05:12:00",88140358,"latest","osx","US",2
"2020-04-26","05:12:03",31916829,"4.0.0","win",NA,5
"2020-04-26","05:11:57",87564167,"4.0.0","win",NA,5
"2020-04-26","05:11:56",87661082,"4.0.0","win","KR",1407
"2020-04-26","05:12:09",87660260,"4.0.0","win",NA,5
"2020-04-26","05:12:45",81774917,"3.6.3","osx","US",4
"2020-04-26","05:12:36",87564163,"4.0.0","win","CN",1408
"2020-04-26","05:12:35",87673625,"4.0.0","win",NA,5
"2020-04-26","05:12:52",195943,"4.0.0","osx","US",2
"2020-04-26","05:12:55",88141521,"4.0.0","osx","US",2
"2020-04-26","05:12:57",33308715,"3.6.3","src","GB",1409
"2020-04-26","05:12:57",87665035,"4.0.0","win","US",1410
"2020-04-26","05:12:57",30250199,"3.4.3","src","US",1411
"2020-04-26","05:13:19",87662092,"4.0.0","win",NA,5
"2020-04-26","05:13:32",87564156,"4.0.0","win","US",1412
"2020-04-26","07:53:55",87564157,"4.0.0","win","TW",1413
"2020-04-26","07:53:56",87660273,"4.0.0","win",NA,5
"2020-04-26","07:53:41",87661182,"4.0.0","win","IN",1414
"2020-04-26","07:54:17",87564166,"4.0.0","win","CH",1415
"2020-04-26","07:54:19",1082250,"4.0.0","osx","CH",213
"2020-04-26","07:54:45",87664966,"4.0.0","win","RU",1416
"2020-04-26","07:54:51",87661730,"4.0.0","win","HK",221
"2020-04-26","07:55:00",87660559,"4.0.0","win","AU",1417
"2020-04-26","07:55:03",87564163,"4.0.0","win","CN",1418
"2020-04-26","07:55:09",81774921,"3.6.3","osx","US",4
"2020-04-26","07:55:24",1061437,"4.0.0","osx","CH",213
"2020-04-26","07:55:17",87660815,"4.0.0","win","US",1419
"2020-04-26","07:54:35",87564163,"4.0.0","win","KR",1420
"2020-04-26","07:55:39",87667280,"4.0.0","win","KR",1421
"2020-04-26","07:55:36",88140076,"4.0.0","osx",NA,5
"2020-04-26","07:55:47",81774921,"3.6.3","osx","US",4
"2020-04-26","07:55:42",88139997,"latest","osx","US",2
"2020-04-26","07:55:58",88140006,"latest","osx","US",2
"2020-04-26","07:56:05",87564155,"4.0.0","win","GB",1422
"2020-04-26","07:56:10",6298964,"4.0.0","src","DE",1423
"2020-04-26","07:56:19",1059943,"4.0.0","osx","CH",213
"2020-04-26","07:56:32",87564166,"4.0.0","win","TW",1413
"2020-04-26","07:56:45",87660209,"4.0.0","win",NA,5
"2020-04-26","07:57:01",87674613,"4.0.0patched","win","US",39
"2020-04-26","07:57:02",87664936,"4.0.0","win","SE",1424
"2020-04-26","07:56:58",87660670,"4.0.0","win","PL",1425
"2020-04-26","07:57:13",87661703,"4.0.0","win",NA,5
"2020-04-26","07:57:21",1058296,"4.0.0","osx","CH",213
"2020-04-26","07:57:20",87564167,"4.0.0","win","CN",1426
"2020-04-26","07:57:41",87660965,"4.0.0","win","DE",1427
"2020-04-26","07:58:22",1058360,"4.0.0","osx","CH",213
"2020-04-26","13:54:05",81774920,"3.6.3","osx","US",4
"2020-04-26","13:54:17",87668690,"4.0.0","win",NA,5
"2020-04-26","13:54:18",87659800,"4.0.0patched","win","US",18
"2020-04-26","13:54:26",87564156,"4.0.0","win","CN",1428
"2020-04-26","13:54:44",1038693,"2.14.2","osx","US",1429
"2020-04-26","13:54:49",87660246,"4.0.0","win","DE",1430
"2020-04-26","13:54:50",88140183,"4.0.0","osx","KR",1431
"2020-04-26","13:54:33",88145335,"latest","osx","US",2
"2020-04-26","13:54:46",88142319,"latest","osx","US",2
"2020-04-26","13:54:44",87564167,"4.0.0","win","HK",1432
"2020-04-26","13:54:54",88140422,"4.0.0","osx","US",1433
"2020-04-26","13:54:57",21146142,"4.0.0","win","NG",1434
"2020-04-26","13:55:22",87660346,"4.0.0","win","IN",1435
"2020-04-26","13:55:27",994959,"4.0.0","win","RO",1436
"2020-04-26","13:55:57",81774920,"3.6.3","osx","US",4
"2020-04-26","13:56:05",87564167,"4.0.0","win","GB",1437
"2020-04-26","13:56:12",88144567,"4.0.0","osx","RU",1438
"2020-04-26","13:56:08",19347197,"4.0.0","win","CN",1439
"2020-04-26","13:56:10",33174482,"latest","src","CA",1440
"2020-04-26","13:56:29",87697631,"devel","win","US",39
"2020-04-26","13:56:34",87564163,"4.0.0","win","CN",1441
"2020-04-26","13:56:30",87660336,"4.0.0","win","IT",1442
"2020-04-26","13:56:34",87660379,"4.0.0","win","IN",1443
"2020-04-26","13:56:48",87564156,"4.0.0","win","GB",1444
"2020-04-26","13:56:46",3297846,"4.0.0","win","GB",1445
"2020-04-26","13:56:57",87659754,"4.0.0patched","win","US",130
"2020-04-26","13:57:21",87564166,"4.0.0","win","IT",1446
"2020-04-26","13:57:31",87660778,"4.0.0","win","IN",1447
"2020-04-26","13:57:40",87661974,"4.0.0","win","US",1448
"2020-04-26","13:57:35",87564164,"4.0.0","win","TH",1449
"2020-04-26","13:57:53",87660319,"4.0.0","win","ID",1450
"2020-04-26","13:58:08",87564155,"4.0.0","win","FR",1451
"2020-04-26","13:58:29",87660957,"4.0.0","win","AU",1452
"2020-04-26","13:58:23",87660264,"4.0.0","win",NA,5
"2020-04-26","07:03:48",87669396,"4.0.0","win","US",24
"2020-04-26","07:03:41",87665556,"4.0.0","win","AU",1453
"2020-04-26","07:03:59",74889293,"3.3.3","osx","US",2
"2020-04-26","07:03:55",81774920,"3.6.3","osx","US",4
"2020-04-26","07:03:59",2361475,"4.0.0","win","IN",1454
"2020-04-26","07:03:58",87564166,"4.0.0","win","CN",1455
"2020-04-26","07:04:05",87564164,"4.0.0","win",NA,5
"2020-04-26","07:04:12",821679,"4.0.0","osx","CH",213
"2020-04-26","07:04:14",87672085,"4.0.0patched","win","US",130
"2020-04-26","07:04:14",81774916,"3.6.3","osx","US",35
"2020-04-26","07:04:29",81774921,"3.6.3","osx","US",4
"2020-04-26","07:05:05",87662904,"4.0.0patched","win","US",201
"2020-04-26","07:05:04",81774921,"3.6.3","osx","US",4
"2020-04-26","07:05:12",81774921,"3.6.3","osx","US",4
"2020-04-26","07:05:11",81774918,"3.6.3","osx","US",35
"2020-04-26","07:05:19",14521,"4.0.0","osx","CH",213
"2020-04-26","07:05:23",62423590,"4.0.0","win","CN",1130
"2020-04-26","07:05:28",1425063,"4.0.0","win",NA,5
"2020-04-26","07:05:35",87564166,"4.0.0","win","CN",1456
"2020-04-26","07:05:45",88140003,"latest","osx","US",2
"2020-04-26","07:05:43",1008277,"4.0.0","osx",NA,5
"2020-04-26","07:05:58",81774919,"3.6.3","osx","US",35
"2020-04-26","07:05:55",88140026,"4.0.0","osx",NA,5
"2020-04-26","07:05:58",87661573,"4.0.0","win","US",1457
"2020-04-26","07:05:57",81774911,"3.6.3","osx","US",4
"2020-04-26","07:06:12",614789,"4.0.0","osx","CN",1458
"2020-04-26","07:06:18",87667841,"4.0.0","win","CN",1459
"2020-04-26","07:06:30",1424687,"4.0.0","win","CN",1460
"2020-04-26","07:06:29",87662891,"4.0.0","win",NA,5
"2020-04-26","07:06:47",114611,"4.0.0","osx","CH",213
"2020-04-26","07:06:57",87564167,"4.0.0","win",NA,5
"2020-04-26","07:07:14",74889293,"3.3.3","osx","US",2
"2020-04-26","07:07:21",1010561,"4.0.0","osx","CH",213
"2020-04-26","07:07:34",87671799,"4.0.0","win","US",18
"2020-04-26","07:07:38",81150574,"3.6.3.nn","osx","CH",215
"2020-04-26","07:07:44",2295581,"4.0.0","osx","CN",1458
"2020-04-26","07:07:45",4108857,"4.0.0","win","CN",861
"2020-04-26","07:07:51",33174488,"4.0.0","src","US",1461
"2020-04-26","07:07:47",32488646,"4.0.0","win","JP",1462
"2020-04-26","07:08:01",81774920,"3.6.3","osx","US",4
"2020-04-26","07:08:00",74889293,"3.3.3","osx","US",2
"2020-04-26","07:07:58",81774920,"3.6.3","osx","US",4
"2020-04-26","07:08:12",33211251,"4.0.0","src","CN",1463
"2020-04-26","07:08:30",87660523,"4.0.0","win","CA",1464
"2020-04-26","07:08:19",114601,"4.0.0","osx","CH",213
"2020-04-26","10:24:11",88141626,"latest","osx","US",2
"2020-04-26","10:24:15",87660705,"4.0.0","win","IT",1465
"2020-04-26","10:24:18",87564156,"4.0.0","win","IN",1466
"2020-04-26","10:24:22",87662261,"4.0.0","win",NA,5
"2020-04-26","10:24:29",87661928,"4.0.0","win","RU",1467
"2020-04-26","10:24:48",275603,"4.0.0","osx","PT",1468
"2020-04-26","10:24:43",88141631,"4.0.0","osx","DE",1469
"2020-04-26","10:24:49",68323401,"4.0.0","win","CN",1470
"2020-04-26","10:25:02",87661390,"4.0.0","win","IN",1471
"2020-04-26","10:24:56",88144237,"4.0.0","osx","TH",1472
"2020-04-26","10:25:15",87660326,"4.0.0","win",NA,5
"2020-04-26","10:25:27",88140601,"4.0.0","osx","PT",1468
"2020-04-26","10:25:24",43269326,"3.4.3","win","AO",1473
"2020-04-26","10:25:24",87564156,"4.0.0","win","CH",1474
"2020-04-26","10:25:43",87661029,"4.0.0","win",NA,5
"2020-04-26","10:25:37",26892934,"4.0.0","win","CN",1475
"2020-04-26","10:25:47",88142588,"4.0.0","osx","SG",1476
"2020-04-26","10:25:59",81774920,"3.6.3","osx","US",4
"2020-04-26","10:26:24",87564162,"4.0.0","win","AU",1477
"2020-04-26","10:26:31",87660723,"4.0.0","win","CH",1478
"2020-04-26","10:26:39",88140006,"latest","osx","US",2
"2020-04-26","10:26:44",87668669,"4.0.0","win","RU",1479
"2020-04-26","10:27:14",87564166,"4.0.0","win","CH",1474
"2020-04-26","10:27:13",87659751,"4.0.0patched","win","US",39
"2020-04-26","10:27:23",87564157,"4.0.0","win","US",1480
"2020-04-26","10:27:23",87660301,"4.0.0","win","TR",1481
"2020-04-26","10:27:18",87661534,"4.0.0","win","DE",1482
"2020-04-26","10:27:39",33214320,"4.0.0","src","CN",1483
"2020-04-26","10:27:32",87663171,"4.0.0","win","UA",661
"2020-04-26","10:27:46",87660606,"4.0.0","win","UA",1484
"2020-04-26","10:28:29",87660471,"4.0.0","win","BE",1485
"2020-04-26","10:28:23",81774920,"3.6.3","osx","US",4
"2020-04-26","12:34:05",30880340,"4.0.0","win","CN",1486
"2020-04-26","12:34:07",87564166,"4.0.0","win","CL",1487
"2020-04-26","12:34:53",87664117,"4.0.0","win","IN",1488
"2020-04-26","12:34:59",87659781,"4.0.0patched","win","US",18
"2020-04-26","12:35:04",87564166,"4.0.0","win","ES",1489
"2020-04-26","12:35:24",87564154,"4.0.0","win","KR",1490
"2020-04-26","12:35:30",87661147,"4.0.0","win","IN",1491
"2020-04-26","12:35:35",87564163,"4.0.0","win","CN",1486
"2020-04-26","12:36:04",79367036,"3.6.0","osx",NA,5
"2020-04-26","12:36:06",81774917,"3.6.3","osx","US",4
"2020-04-26","12:36:12",1044941,"4.0.0","osx","US",1492
"2020-04-26","12:36:24",88145549,"4.0.0","osx","US",1492
"2020-04-26","12:36:35",87668469,"4.0.0","win","US",1493
"2020-04-26","12:37:00",87660320,"4.0.0","win",NA,5
